Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
14-January-2011,2148.00,2204.00,2028.30,2053.00,2102.915215983357211547,203812,8208,428599356.00,74902,36.75,175.70,-95.00
13-January-2011,2207.00,2216.00,2130.00,2142.15,2154.491412626886255392,124718,5275,268703860.00,48418,38.82,86.00,-64.85
12-January-2011,2179.00,2214.90,2107.00,2206.05,2160.804705558613098514,109020,4681,235570929.00,25716,23.59,107.90,27.05
11-January-2011,2162.00,2200.00,2126.10,2146.50,2159.995963665974055146,142456,6012,307704385.00,35547,24.95,73.90,-15.50
10-January-2011,2270.00,2270.00,2138.10,2154.90,2176.604976519240204668,142670,6231,310536232.00,44690,31.32,131.90,-115.10
7-January-2011,2320.00,2321.00,2261.10,2268.35,2278.292167227294569918,58268,3303,132751528.00,17028,29.22,59.90,-51.65
6-January-2011,2322.70,2344.60,2312.00,2326.85,2315.398422413977383658,280682,2111,649890660.00,248360,88.48,32.60,4.15
5-January-2011,2339.00,2342.00,2300.00,2306.40,2313.435785509479180040,46734,1945,108116108.00,16081,34.41,42.00,-32.60
4-January-2011,2385.00,2388.95,2332.00,2343.40,2349.465013428304530593,68512,2372,160966547.00,11496,16.78,56.95,-41.60
3-January-2011,2369.00,2398.85,2352.00,2390.50,2382.185626857154101973,50817,2574,121055527.00,16167,31.81,46.85,21.50
